"Customer_ID","Year_Birth","Education_Level","Marital_Status","Annual_Income","Kidhome","Teenhome","Dt_Customer","Last_Interaction","Feedback_Complaint","Spend_Wine","Spend_OrganicFood","Spend_Meat","Spend_WellnessProducts","Spend_Treats","Spend_LuxuryGoods","Purchases_Online","Purchases_Catalog","Purchases_Store","Visits_OnlineLastMonth","Promo_Purchases","Accepted_Offer1","Accepted_Offer2","Accepted_Offer3","Accepted_Offer4","Accepted_Offer5","Response_Latest","Age","Total_Spending","Avg_Spend_Per_Purchase","Online_Preference","Promo_Response_Rate","Factor 1","Factor 2","Factor 3","Factor 4","Factor 5"
8234,1973,"Basic","Together",27190,1,0,"15/08/2013",13,0,1,6,7,0,1,3,1,0,2,8,1,1,0,0,0,0,1,52,18,6,0.333333333333333,0.333333333333333,-0.942997310228227,-1.15706237464288,-1.38649995721715,-0.194199424757566,-0.328002328992309
1411,1952,"Graduation","Divorced",82623,0,0,"10/11/2013",58,0,204,34,204,120.5,81,126.5,2,9,4,1,1,0,0,0,0,0,0,73,770,51.3333333333333,0.133333333333333,0.0666666666666667,1.77980936612481,1.65757056517291,-0.360783948332003,-1.12819831708598,-1.71265046706656
8553,1965,"Graduation","Married",44300,1,1,"23/06/2013",65,0,30,0,9,0,0,3,1,0,3,6,2,0,0,0,0,0,0,60,42,10.5,0.25,0.5,-0.937884194958958,-1.18824257361464,-1.26755392389522,0.627143498048493,-0.790263199350611
1826,1970,"Graduation","Divorced",84835,0,0,"16/06/2014",0,0,189,81,379,111,81,126.5,4,4,6,1,1,0,0,0,0,0,1,55,967.5,69.1071428571429,0.285714285714286,0.0714285714285714,2.2591987822169,0.354161944780261,0.19236699915127,-1.03132161551421,-0.47532866143294
8842,1971,"Graduation","Widow",30372,1,1,"25/12/2012",33,0,15,0,12,7,3,7,2,0,3,7,3,0,0,0,0,0,0,54,44,8.8,0.4,0.6,-0.860316693581364,-1.22357760181786,-1.37352448114566,1.28636769110522,0.212416533941624
11030,1976,"Master","Married",33181,1,0,"03/01/2014",90,0,9,0,3,0,0,4,1,0,2,6,1,1,0,0,0,0,0,49,16,5.33333333333333,0.333333333333333,0.333333333333333,-0.941146552388731,-1.13480075564279,-1.36799753242407,-0.219011221352742,-0.37569487790097
2579,1957,"Graduation","Married",71113,0,1,"17/12/2013",95,0,495,33,255,11,33,8,6,7,9,4,4,0,0,0,0,0,0,68,835,37.9545454545455,0.272727272727273,0.181818181818182,0.273886620417411,1.55919997860239,1.11425402612499,0.501038771665151,-0.0903474282793258
175,1986,"Graduation","Married",71952,1,0,"10/01/2013",93,0,656,80,455,52,81,93,8,4,8,4,2,1,0,1,0,0,0,39,1417,70.85,0.4,0.1,1.70546649120008,0.864326925158993,1.20110488018288,-0.437129986720166,1.02612327403379
9185,1966,"PhD","Single",69759,0,0,"28/10/2013",38,0,452,20,514,13,30,0,4,6,5,3,3,0,0,0,0,0,1,59,1029,68.6,0.266666666666667,0.2,0.339936827314639,1.19397157396388,0.0677845108814085,0.0873384579596641,-0.447855604224242
11056,1974,"Graduation","Married",72099,0,0,"27/10/2012",18,0,546,81,410,119,0,22,3,4,10,1,1,0,0,0,0,0,0,51,1178,69.2941176470588,0.176470588235294,0.0588235294117647,1.43822866120584,0.451060444557417,0.857338005410353,-1.12698990863354,-1.42875432082579
9365,1976,"PhD","Single",60000,0,1,"22/12/2012",57,0,1048,0,217,0,0,12,11,3,5,6,5,0,0,0,0,0,0,49,1277,67.2105263157895,0.578947368421053,0.263157894736842,-0.782596461953457,0.915930747764944,0.948763290417559,1.24852152363515,2.13445514428811
6201,1978,"Graduation","Single",38643,1,1,"29/11/2013",45,1,22,2,14,0,1,10,2,0,3,7,2,0,0,0,0,0,0,47,49,9.8,0.4,0.4,-0.907480342359666,-1.11198289454134,-1.17142432253533,0.407800295714419,0.183086910263584
2061,1955,"Graduation","Married",50737,0,1,"11/05/2013",61,0,78,0,11,0,0,10,2,0,4,6,1,0,1,0,0,0,0,70,99,16.5,0.333333333333333,0.166666666666667,-0.912798784470267,-0.90790792548126,-0.591030895050775,-0.679436506950107,-0.241185898193948
6184,1969,"PhD","Married",68462,0,0,"12/12/2012",6,0,561,64,556,84,81,48,3,3,8,1,1,0,0,0,0,0,0,56,1394,99.5714285714286,0.214285714285714,0.0714285714285714,1.91581622246722,0.181588123321537,0.529474254606023,-1.09503273008439,-1.1448347899156
6142,1943,"Master","Married",65073,0,0,"20/08/2013",65,1,629,17,177,69,0,8,5,3,5,2,1,0,0,0,0,0,0,82,900,69.2307692307692,0.384615384615385,0.0769230769230769,0.0697603857443228,0.407541713090657,0.218408164746644,-0.962807618889895,0.407695643438637
4107,1948,"PhD","Together",46681,0,2,"08/10/2013",52,0,269,15,69,15,19,38,4,6,4,5,2,0,0,0,0,0,0,77,425,30.3571428571429,0.285714285714286,0.142857142857143,-0.243571429836301,1.0445782618691,-0.142659838259269,-0.381584623144521,-0.214943308305015
7274,1957,"Graduation","Married",78618,0,0,"28/09/2012",87,0,736,81,556,120.5,81,61,4,7,10,2,1,0,1,0,0,0,0,68,1635.5,77.8809523809524,0.19047619047619,0.0476190476190476,2.44175002826596,1.37499972117903,0.971794211811483,-1.14842661801386,-1.2432760378831
9336,1969,"PhD","Widow",62187,0,1,"22/03/2014",38,0,512,0,83,0,0,41,6,2,10,4,3,0,0,0,0,0,0,56,636,35.3333333333333,0.333333333333333,0.166666666666667,-0.65613960564885,0.194016223138782,1.27532835716421,0.135475551925039,0.344286263011598
2958,1978,"Graduation","Married",28442,2,0,"24/02/2014",53,0,19,3,10,11,8,6,2,1,4,4,3,0,0,0,0,0,0,47,57,8.14285714285714,0.285714285714286,0.428571428571429,-0.641468359874229,-0.782246654915592,-0.802936301031936,0.80192617470526,-0.498879461849137
933,1978,"PhD","Married",37717,1,0,"23/11/2012",31,0,9,0,6,4,1,5,1,0,2,9,1,0,0,0,0,0,0,47,25,8.33333333333333,0.333333333333333,0.333333333333333,-0.970060617073877,-1.14774623763374,-1.38608840434106,-0.193919206950049,-0.326506477087093
5837,1967,"Graduation","Married",51479,1,1,"28/12/2012",67,0,247,8,160,6,8,65,6,3,6,7,7,0,0,0,0,0,0,58,494,32.9333333333333,0.4,0.466666666666667,-0.473230736453502,0.250958720201871,0.246799037699653,2.18958855307243,0.973560130653216
10704,1969,"Graduation","Single",54803,0,1,"21/08/2012",65,0,404,0,92,28,27,126.5,6,2,9,4,2,0,0,0,0,0,0,56,677.5,39.8529411764706,0.352941176470588,0.117647058823529,-0.0552374465093315,0.146861870572102,1.0567350128287,-0.372389897602554,0.454625533584754
5125,1960,"Graduation","Married",79530,0,0,"17/05/2013",64,0,333,0,556,120.5,42,29,4,10,11,2,1,0,0,0,0,0,0,65,1080.5,43.22,0.16,0.04,1.38587006373177,1.96847923922073,0.999678842755718,-1.16522580971836,-1.44802719069481
4432,1976,"Graduation","Divorced",31615,1,0,"16/03/2013",82,0,2,3,20,6,11,9,2,0,3,7,2,0,0,0,0,0,0,49,51,10.2,0.4,0.4,-0.751253758308592,-1.13599199151649,-1.18157033048778,0.40659838601252,0.177199770215764
5955,1962,"Graduation","Together",72025,0,0,"17/11/2012",27,0,833,33,549,120.5,81,126.5,4,3,8,3,1,0,0,0,0,0,0,63,1743,116.2,0.266666666666667,0.0666666666666667,1.8862397575331,0.377356175968081,0.690540890034908,-1.04543289984537,-0.599726283927088
2928,1975,"PhD","Single",52614,0,1,"01/12/2012",63,0,789,0,142,12,9,38,2,4,8,8,2,0,0,0,0,0,0,50,990,70.7142857142857,0.142857142857143,0.142857142857143,-0.60809311225736,0.526458819800297,0.470723484863923,-0.417933252805214,-1.43785064128344
5680,1984,"2n Cycle","Married",35684,1,0,"22/04/2014",66,0,10,4,7,0,6,3,1,0,3,6,1,0,0,0,0,0,0,41,30,7.5,0.25,0.25,-0.84974776265958,-1.04543238483683,-0.942304105554361,-0.48102056986928,-0.827884856506483
10313,1975,"Graduation","Married",48178,1,1,"28/10/2012",69,0,159,4,45,6,2,38,5,1,4,8,6,0,0,0,0,0,0,50,254,25.4,0.5,0.6,-0.804834182277712,-0.573038288643581,-0.538272489130466,2.52057512051194,1.41804497564775
2557,1970,"Master","Single",29548,1,0,"29/08/2013",52,0,7,1,6,3,1,11,1,1,2,4,1,1,0,0,0,0,0,55,29,7.25,0.25,0.25,-0.814159014951673,-0.736562916883287,-1.10116226983592,-0.511450726038884,-0.860584919620517
1245,1966,"Graduation","Single",63810,0,1,"11/11/2012",45,0,977,12,253,16,12,101,4,3,12,8,4,0,1,0,0,0,0,59,1371,72.1578947368421,0.210526315789474,0.210526315789474,-0.223838498728663,0.448335131803011,1.46880870393265,0.607481652585893,-0.763596693037952
1519,1972,"PhD","Single",38578,1,1,"22/06/2013",2,0,38,4,22,3,3,3,3,0,3,8,3,0,0,0,0,0,1,53,73,12.1666666666667,0.5,0.5,-0.874661152360684,-1.12778424199951,-1.23372585950813,1.13417136989449,0.947478142582881
10703,1975,"Master","Single",46098,1,1,"18/08/2012",86,0,57,0,27,0,0,36,3,2,2,8,4,0,0,0,0,0,0,50,120,17.1428571428571,0.428571428571429,0.571428571428571,-0.9033618466735,-0.515646017222447,-1.33111576425315,1.69902435154752,0.622798583191043
1726,1970,"Graduation","Single",22585,0,0,"18/03/2013",23,0,3,9,15,13,2,39,1,1,2,9,1,1,0,0,0,0,1,55,81,20.25,0.25,0.25,-0.750616227541044,-0.766973481949411,-1.13367534583293,-0.45759992688803,-0.763014355277572
4459,1989,"Graduation","Single",30279,1,0,"30/12/2012",13,0,10,4,14,4,4,1,1,0,3,8,1,0,0,0,0,0,0,36,37,9.25,0.25,0.25,-0.907554117269423,-1.05420286687564,-0.960777819369653,-0.456600243165558,-0.778498995803339
1729,1961,"PhD","Together",66426,0,1,"02/10/2013",14,0,1043,24,97,32,24,126.5,3,5,10,6,2,0,0,0,0,0,0,64,1346.5,74.8055555555556,0.166666666666667,0.111111111111111,0.0976529450132905,0.898544571045121,1.00396084595943,-0.49677803141937,-1.2772153331845
1517,1969,"Graduation","Single",30822,1,0,"14/06/2013",92,0,3,9,13,2,12,12,1,0,3,7,1,0,0,0,0,0,0,56,51,12.75,0.25,0.25,-0.746682598214897,-1.06504656358631,-0.952253505280431,-0.467859976452206,-0.806647573402137
2098,1969,"PhD","Married",33581,2,0,"08/01/2013",38,0,11,0,5,0,0,1,1,0,2,8,1,0,0,0,0,0,0,56,17,5.66666666666667,0.333333333333333,0.333333333333333,-1.01573294704921,-1.14444969644678,-1.38423971871768,-0.194207183470346,-0.325409960608612
9543,1985,"Graduation","Married",19986,1,0,"14/11/2013",74,0,3,6,5,0,2,6,0,0,3,7,1,0,0,0,0,0,0,40,22,7.33333333333333,0,0.333333333333333,-0.949502280837866,-1.05588076305901,-0.857380105768961,-0.309193660752838,-2.22543473853508
6878,1954,"Graduation","Widow",27421,0,0,"12/12/2012",14,0,43,12,96,78,40,55,4,1,6,7,3,0,0,0,0,0,0,71,324,29.4545454545455,0.363636363636364,0.272727272727273,0.317398329420466,-0.606670509138952,-0.0569938585550263,0.445421037805202,0.286003938179586
3310,1973,"2n Cycle","Married",35688,2,1,"22/08/2012",94,0,73,3,90,12,1,32,4,1,4,8,7,0,0,0,0,0,0,52,211,23.4444444444444,0.444444444444444,0.777777777777778,-0.737998529001947,-0.659107776040575,-0.660787318428846,2.48422810892582,0.908701312355442
2724,1981,"Master","Single",36143,1,0,"30/03/2014",33,0,12,0,1,0,0,6,0,1,2,3,1,0,0,0,0,0,0,44,19,6.33333333333333,0,0.333333333333333,-0.879665307348995,-0.733897094425606,-0.997579615573933,-0.36638989610064,-2.30888822906009
948,1971,"Graduation","Single",10245,1,0,"15/05/2013",32,0,4,7,7,6,4,13,1,2,2,5,3,0,0,0,0,0,0,54,41,8.2,0.2,0.6,-0.72168494633154,-0.6422045862776,-1.41476965044459,1.18102036007203,-1.0488249983783
6720,1968,"Master","Together",43795,0,1,"16/10/2013",11,0,314,11,53,4,3,107,7,3,4,7,3,0,1,0,0,0,1,57,492,35.1428571428571,0.5,0.214285714285714,-0.570641021508756,0.43719811905723,0.15197050448278,0.36736959186706,1.7214027031882
6202,1960,"Graduation","Together",63381,0,1,"05/10/2012",78,0,571,50,142,33,50,126.5,4,5,13,2,4,0,0,0,0,0,0,65,972.5,44.2045454545455,0.181818181818182,0.181818181818182,0.87126506533712,0.787285911883862,1.43817398494121,0.454223504202906,-1.12657487960232
2066,1949,"Graduation","Together",38823,0,1,"30/08/2012",56,0,70,0,11,2,8,23,2,1,3,6,1,0,0,0,0,0,0,76,114,19,0.333333333333333,0.166666666666667,-0.795132109304542,-0.629660074423267,-0.767538264152208,-0.684301483945431,-0.22780723577953
9799,1968,"PhD","Divorced",83664,1,1,"08/05/2013",57,0,866,21,151,28,21,86,2,2,12,5,3,0,0,0,0,0,0,57,1173,73.3125,0.125,0.1875,0.0106141549742511,-0.0805819983202036,1.20171781300149,0.0717729182829679,-1.71533921746215
8318,1979,"Graduation","Together",90300,0,0,"03/01/2014",7,0,594,81,556,33,81,57,5,6,8,1,0,0,0,1,0,0,0,46,1402,73.7894736842105,0.263157894736842,0,1.80501528451485,1.22587812029989,0.781612900660434,-1.63608175631283,-0.549846280817087
5642,1979,"Master","Together",62499,1,0,"09/12/2013",0,0,140,4,61,0,13,4,3,1,6,4,2,0,0,0,0,0,0,46,222,22.2,0.3,0.2,-0.600273321101125,-0.519627582429267,-0.0279970099561387,-0.220738804361325,-0.329268276995079
2669,1993,"Graduation","Single",74293,0,0,"04/05/2014",66,0,375,81,335,93,81,81,5,4,6,2,1,0,0,0,0,0,0,32,1046,69.7333333333333,0.333333333333333,0.0666666666666667,1.96063133599299,0.47082281572805,0.350398409566906,-1.009042402663,0.0168457582168522
455,1946,"PhD","Married",51012,0,0,"18/04/2013",86,0,102,9,63,2,9,24,4,1,4,6,1,0,0,0,0,0,0,79,209,23.2222222222222,0.444444444444444,0.111111111111111,-0.620460619353354,-0.454773615226993,-0.337074865715836,-0.780523805466995,0.719412884597187
7683,1968,"Master","Married",70777,0,1,"25/02/2014",80,0,554,35,113,0,7,78,5,3,12,3,3,0,0,0,0,0,0,57,787,39.35,0.25,0.15,-0.0893010589511149,0.369431258115994,1.53309391292191,0.0381150314371165,-0.465794756533352
3428,1991,"PhD","Together",68682,0,0,"06/10/2013",56,0,919,0,505,99,30,45,4,9,10,2,1,0,0,0,0,0,0,34,1598,69.4782608695652,0.173913043478261,0.0434782608695652,0.98206357661108,2.17958408518333,1.0026861388294,-1.16391109030406,-1.3316244451614
7414,1971,"Graduation","Married",43824,1,1,"15/09/2012",18,0,96,1,42,12,3,32,3,1,4,8,4,0,0,0,0,0,0,54,186,23.25,0.375,0.5,-0.779165935452342,-0.729491531512013,-0.798094483427595,1.48308961837179,0.293607933437655
6354,1984,"Graduation","Together",15345,1,0,"31/08/2012",51,0,5,2,16,3,2,19,1,1,2,8,2,0,0,0,0,0,1,41,47,11.75,0.25,0.5,-0.909510759218818,-0.918114865289117,-1.46390936081313,0.648408269181578,-0.725030577504004
798,1987,"Graduation","Single",23442,1,0,"24/12/2012",71,0,2,0,6,8,6,5,1,0,3,7,1,0,0,0,0,0,0,38,27,6.75,0.25,0.25,-0.862369224224179,-1.05220199331597,-0.95606917801398,-0.467927326505786,-0.80246297182696
8213,1980,"2n Cycle","Together",14515,1,0,"09/11/2012",71,0,6,4,9,6,36,35,2,2,3,7,4,0,0,0,0,0,1,45,96,13.7142857142857,0.285714285714286,0.571428571428571,-0.461163150260786,-0.619214229737012,-1.14759687104499,1.63355664399778,-0.382466368042746
2488,1956,"2n Cycle","Divorced",31395,1,1,"23/03/2013",80,0,23,1,25,0,8,7,2,1,3,6,4,0,0,0,0,0,0,69,64,10.6666666666667,0.333333333333333,0.666666666666667,-0.807624690067053,-0.87019782699818,-1.18220536387034,1.6316486872428,-0.141561534149326
9999,1965,"Graduation","Together",75276,0,0,"27/09/2012",2,0,610,81,125,120.5,42,21,9,4,9,5,1,0,0,0,0,0,0,60,999.5,45.4318181818182,0.409090909090909,0.0454545454545455,1.40504079999698,0.816171916033339,1.46178156200446,-0.923226933561127,1.28795716146478
7617,1974,"Graduation","Single",42373,1,1,"15/08/2013",83,0,67,5,61,3,8,19,2,1,5,5,5,0,0,0,0,0,0,51,163,20.375,0.25,0.625,-0.656339069586327,-0.794531934350672,-0.639189402018342,1.98160155164402,-0.642726219516854
615,1960,"Graduation","Together",30507,0,0,"11/03/2013",29,0,65,36,74,38,20,110,5,1,4,7,1,0,0,0,0,0,0,65,343,34.3,0.5,0.1,0.111597737469094,-0.4456767162151,-0.24321901635266,-0.756767583668533,1.2332219152959
2552,1955,"PhD","Single",55521,1,2,"22/10/2013",11,0,416,0,26,0,0,4,6,3,6,7,9,0,1,0,0,0,1,70,446,29.7333333333333,0.4,0.6,-0.906155490454924,0.190195607143507,0.108795377126152,2.49228712178324,0.990643371110266
194,1965,"Graduation","Married",48006,1,1,"09/06/2014",55,0,23,0,11,3,2,2,1,0,3,6,1,0,0,0,0,0,0,60,41,10.25,0.25,0.25,-0.903317150853546,-1.03114198642208,-0.940282418031187,-0.481648248484152,-0.826660142822252
3645,1972,"PhD","Single",27213,1,0,"30/08/2012",19,0,19,3,26,10,9,3,2,0,4,8,3,0,0,0,0,0,1,53,70,11.6666666666667,0.333333333333333,0.5,-0.782107561347023,-1.15698998779363,-1.00647000922173,1.07460712499125,-0.136704421958741
8890,1971,"PhD","Divorced",65808,1,1,"30/05/2014",1,0,155,7,80,13,7,10,5,1,5,6,3,0,0,0,0,0,0,54,272,24.7272727272727,0.454545454545455,0.272727272727273,-0.584688852086839,-0.42391545999266,-0.0995038896027521,0.4693343429213,1.00704718076392
5049,1974,"PhD","Together",30351,1,0,"06/06/2013",19,0,14,0,24,3,3,2,3,0,2,9,1,0,0,0,0,0,0,51,46,9.2,0.6,0.2,-0.928661045616853,-0.938891341770241,-1.0640041618145,-0.502696804330757,0.937425738918687
9973,1963,"Graduation","Married",50437,0,2,"17/10/2012",28,0,370,9,92,6,9,4,7,1,8,7,3,0,0,0,0,0,0,62,490,30.625,0.4375,0.1875,-0.622158586917306,-0.122433040860751,0.926892580274775,0.271328545325124,1.27677897909617
7301,1982,"2n Cycle","Single",23616,1,0,"17/11/2012",76,0,4,22,11,3,7,32,3,0,3,8,2,0,0,0,0,0,1,43,79,13.1666666666667,0.5,0.333333333333333,-0.631549576467832,-1.06634208945946,-1.04841819381514,0.274282662951345,0.913337197797104
10882,1976,"Graduation","Married",53858,0,1,"09/11/2012",50,0,407,53,221,58,81,26,4,3,6,4,4,0,0,0,0,0,0,49,846,65.0769230769231,0.307692307692308,0.307692307692308,1.12299542100344,0.0300297233285352,0.12480885508924,0.838092810544362,-0.152174993163865
7030,1955,"PhD","Married",66465,0,1,"30/03/2013",1,0,1200,0,204,38,29,14,11,9,12,6,3,0,0,0,1,0,0,70,1485,46.40625,0.34375,0.09375,0.0554920733413789,2.53333918277237,2.07509528570235,-0.0362204927079941,0.781836407780437
7422,1987,"Graduation","Single",46923,1,0,"22/08/2012",90,0,85,44,54,102,78,6,5,1,7,7,3,0,0,0,0,0,0,38,369,28.3846153846154,0.384615384615385,0.230769230769231,1.05691244972466,-0.63288519465427,0.295848853883281,0.339405571986875,0.541018818740692
3523,1962,"Graduation","Together",75072,0,1,"23/01/2013",83,0,583,34,309,0,22,125,5,4,8,3,2,0,0,0,0,0,0,63,1073,63.1176470588235,0.294117647058824,0.117647058823529,0.26798200802954,0.740498876630514,0.821417208586892,-0.453097435052766,-0.145406276289958
7106,1943,"PhD","Married",75865,0,0,"31/03/2014",73,0,483,0,556,120.5,0,12,3,5,10,1,1,0,0,0,0,0,0,82,1171.5,65.0833333333333,0.166666666666667,0.0555555555555556,0.84881741812623,0.878532476641947,0.816694911583886,-1.14847004156413,-1.4923634076491
6504,1975,"2n Cycle","Together",19789,1,0,"20/11/2013",24,0,2,5,9,28,6,28,2,1,3,5,3,1,0,0,0,0,0,50,78,13,0.333333333333333,0.5,-0.524565748225953,-0.868414848661976,-1.16419019847953,1.03445728579904,-0.197652093653821
5067,1994,"Graduation","Together",80134,0,0,"14/02/2014",11,0,966,26,282,52,26,26,2,7,11,5,1,0,1,1,1,1,0,31,1378,68.9,0.1,0.05,0.441971141874222,1.37759531649535,0.969316537341588,-1.13872870750319,-2.04151274253865
4216,1981,"Graduation","Single",91065,0,0,"22/02/2013",33,0,822,81,108,120.5,81,114,7,9,9,3,1,0,0,1,1,0,1,44,1326.5,53.06,0.28,0.04,2.0562771226898,2.10326168506525,1.23459042830212,-1.04176699516021,-0.0305688299818085
8581,1971,"Master","Married",49505,1,1,"05/03/2013",4,0,604,0,100,19,0,28,10,2,8,8,9,0,0,0,0,0,0,54,751,37.55,0.5,0.45,-0.714127882400093,0.300032266588599,1.06211800433341,2.23624587751637,2.12759224466107
5929,1973,"PhD","Married",37401,1,0,"06/05/2014",14,0,19,3,19,3,1,3,2,0,3,7,2,0,0,0,0,0,0,52,48,9.6,0.4,0.4,-0.880627150883305,-1.11750997594912,-1.1753459960275,0.405970578636798,0.180459956793693
3129,1983,"Graduation","Married",30096,1,0,"22/05/2014",30,0,5,3,11,12,5,9,2,0,3,6,1,0,0,0,0,0,0,42,45,9,0.4,0.2,-0.741988434930771,-1.00414049990292,-0.929297611440001,-0.568144579127782,0.120682885952648
6528,1982,"Master","Together",18492,1,0,"05/06/2014",75,0,2,2,2,2,1,1,1,0,2,8,1,0,0,0,0,0,0,43,10,3.33333333333333,0.333333333333333,0.333333333333333,-0.974339313055367,-1.15412413807961,-1.38754562795948,-0.19403114156497,-0.326551542491567
1361,1974,"Master","Married",82584,0,0,"04/06/2013",26,0,1076,68,103,29,81,68,3,4,8,1,1,0,1,1,0,0,1,51,1425,95,0.2,0.0666666666666667,1.08668375211234,0.508951541715869,0.697815378541224,-1.08296924263423,-1.18672371199696
6932,1941,"PhD","Married",93027,0,0,"13/04/2013",77,0,1225,42,556,55,0,21,7,10,5,2,0,0,0,1,0,0,0,84,1899,86.3181818181818,0.318181818181818,0,0.696989860616979,2.52898331362471,0.630850795604605,-1.60329425533705,0.285737712189025
7284,1953,"Graduation","Married",48686,1,2,"04/12/2013",8,0,10,0,7,2,0,1,1,0,2,8,1,0,0,0,0,0,0,72,20,6.66666666666667,0.333333333333333,0.333333333333333,-0.999006500823778,-1.14564351194414,-1.38557897966308,-0.194501902016444,-0.326202111135643
1340,1986,"Graduation","Married",92910,0,0,"24/04/2014",42,0,551,81,556,120.5,81,33,6,7,13,1,1,0,1,1,1,0,0,39,1422.5,54.7115384615385,0.230769230769231,0.0384615384615385,2.5042332070597,1.47051947456161,1.53056019169357,-1.1299755071864,-0.690805963345762
8746,1989,"Graduation","Married",75433,1,0,"05/04/2014",28,0,800,0,297,0,34,57,2,5,10,6,2,0,1,0,1,0,0,36,1188,69.8823529411765,0.117647058823529,0.117647058823529,-0.1410331601171,0.842867285254259,0.824444898331848,-0.528952914714181,-1.76153437419717
5987,1989,"2n Cycle","Together",10404,1,0,"04/05/2014",52,0,2,2,11,10,6,12,1,0,4,5,2,0,0,0,0,0,0,36,43,8.6,0.2,0.4,-0.733327212550133,-1.1136468761021,-0.872292851041246,0.314648592401693,-1.11017360565556
3767,1968,"Graduation","Married",61314,0,1,"25/04/2013",1,0,378,0,189,97,81,126.5,5,5,12,3,2,0,0,0,0,0,0,57,871.5,39.6136363636364,0.227272727272727,0.0909090909090909,1.22314529501133,0.81287135493904,1.4075102239231,-0.527232315644034,-0.703702792186232
3725,1961,"PhD","Single",84865,0,0,"09/05/2013",1,0,1225,16,349,43,16,16,2,4,9,4,1,0,1,1,1,1,1,64,1665,111,0.133333333333333,0.0666666666666667,0.151615642693457,0.629488262307041,0.718844693896627,-1.10068156395866,-1.7117791030349
4324,1989,"Graduation","Married",42387,1,0,"29/10/2012",42,0,235,0,235,19,4,126.5,8,1,7,8,5,0,0,0,0,0,0,36,619.5,38.71875,0.5,0.3125,-0.387866100165441,-0.0318394792142126,0.819135125434764,1.45179703369315,1.94278016375083
238,1967,"2n Cycle","Together",67309,1,1,"23/01/2013",76,0,515,47,181,120.5,81,95,9,6,9,7,15,0,0,0,0,0,0,58,1039.5,43.3125,0.375,0.625,1.58478909073707,1.12585122567631,1.00791477499989,2.52940160036928,1.25624749631725
6694,1964,"Graduation","Married",75236,0,1,"25/11/2013",27,0,438,66,400,12,38,114,8,3,13,4,1,0,0,0,0,0,0,61,1068,44.5,0.333333333333333,0.0416666666666667,0.926773111736422,0.614682299289681,1.888995620352,-0.963781827493947,0.571423021923756
498,1970,"Graduation","Single",30015,1,0,"02/02/2014",28,0,25,0,22,2,3,5,1,0,4,5,2,0,0,0,0,0,0,55,57,11.4,0.2,0.4,-0.841515616607367,-1.09236806777151,-0.863862482234446,0.312760068453465,-1.10879995615993
9347,1956,"Master","Together",50943,0,1,"21/06/2013",49,0,31,0,7,2,0,6,1,0,3,5,1,0,0,0,0,0,0,69,46,11.5,0.25,0.25,-0.893193491911916,-1.02019083702939,-0.928327490387191,-0.493446577413798,-0.850419244185665
9699,1966,"Graduation","Divorced",67272,0,1,"21/12/2013",12,0,357,35,271,28,28,14,6,2,12,5,3,0,0,0,0,0,0,59,733,36.65,0.3,0.15,0.317216018027656,0.0767182062428528,1.56348091273235,0.0769319423062398,0.060082904598676
10664,1949,"Master","Widow",51529,0,1,"07/09/2013",14,0,400,4,35,6,0,22,9,1,5,8,2,0,0,0,0,0,0,76,467,31.1333333333333,0.6,0.133333333333333,-0.880507704300447,0.123366736876343,0.773382863277242,-0.202663092876756,2.21288304195551
5455,1971,"PhD","Married",32011,1,0,"22/08/2013",89,0,99,0,15,2,1,5,2,1,4,7,3,0,0,0,0,0,0,54,122,17.4285714285714,0.285714285714286,0.428571428571429,-0.918576445862145,-0.750125914357089,-0.800850660726793,0.83853592269658,-0.419184807278382
456,1986,"2n Cycle","Married",7500,1,0,"07/02/2013",96,0,1,11,5,4,6,9,2,0,3,8,2,0,0,0,0,0,0,39,36,7.2,0.4,0.4,-0.788666949995203,-1.15025099577345,-1.1871738836269,0.420579263614602,0.203471140596981
5012,1989,"Graduation","Married",28691,1,0,"04/07/2013",56,0,5,4,13,8,0,4,1,0,3,8,1,0,0,0,0,0,0,36,34,8.5,0.25,0.25,-0.912606891105229,-1.05278610885042,-0.962827182519689,-0.455923562823339,-0.77765756755739
7495,1948,"PhD","Married",56223,0,1,"20/12/2013",72,0,77,28,31,16,0,4,2,1,5,4,2,0,0,0,0,0,0,77,156,19.5,0.25,0.25,-0.424063768303484,-0.675402128304299,-0.378885586489061,-0.108985761093382,-0.76175718527846
5029,1946,"Graduation","Married",18100,0,0,"06/08/2013",14,0,3,1,2,4,3,1,0,0,3,5,1,0,0,0,0,0,0,79,14,4.66666666666667,0,0.333333333333333,-0.896270867456187,-1.04497563646528,-0.84451226024153,-0.33537079268836,-2.27598741157803
10642,1989,"Graduation","Single",30279,1,0,"30/12/2012",13,0,10,4,14,4,4,1,1,0,3,8,1,0,0,0,0,0,0,36,37,9.25,0.25,0.25,-0.907554117269423,-1.05420286687564,-0.960777819369653,-0.456600243165558,-0.778498995803339
2106,1974,"2n Cycle","Married",20130,0,0,"17/03/2014",99,0,0,6,3,7,6,12,1,0,3,8,1,0,0,0,0,0,0,51,34,8.5,0.25,0.25,-0.841581811190787,-1.06505101380607,-0.962319793902645,-0.453975393376326,-0.777985474570371
10364,1959,"Graduation","Divorced",23295,0,0,"13/07/2013",72,0,0,0,1,2,12,5,1,0,2,8,1,0,0,0,0,0,0,66,20,6.66666666666667,0.333333333333333,0.333333333333333,-0.883291424039661,-1.16510298965432,-1.3888440561262,-0.193722647754449,-0.328864755353051
